bResult,rResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp,Year
0,1,Poppy,Nidalee,Azir,Lucian,Alistar,Trundle,LeeSin,Lissandra,Sivir,Thresh,2016
1,0,Renekton,Gragas,Azir,Jhin,Alistar,Poppy,Elise,Leblanc,Sivir,Thresh,2016
0,1,Fiora,Gragas,Corki,Lucian,Thresh,Poppy,Graves,Azir,Sivir,Bard,2016
1,0,Rammus,Elise,Lissandra,Kalista,Braum,Poppy,LeeSin,Syndra,Lucian,Thresh,2016
1,0,Poppy,Elise,Lissandra,Sivir,Janna,Gangplank,Graves,Zilean,Kalista,Braum,2016
1,0,Trundle,Nidalee,Leblanc,Lucian,Bard,Poppy,LeeSin,Corki,Ezreal,Braum,2016
1,0,Trundle,Gragas,Azir,Lucian,Braum,Poppy,Kindred,Lissandra,Sivir,Alistar,2016
1,0,Rammus,Nidalee,Azir,Lucian,Trundle,Poppy,LeeSin,Lissandra,Sivir,Janna,2016
0,1,Maokai,Nidalee,Varus,Corki,Janna,Ekko,Kindred,Fizz,Caitlyn,Soraka,2016
1,0,Maokai,Kindred,Azir,Caitlyn,TahmKench,Fizz,Elise,Viktor,Lucian,Alistar,2016
1,0,Maokai,Nidalee,Vladimir,Lucian,Alistar,Ekko,Kindred,Viktor,Twitch,Taric,2016
0,1,Maokai,Kindred,Azir,Ezreal,Trundle,Poppy,Elise,Viktor,Lucian,Braum,2016
1,0,Ekko,LeeSin,Leblanc,Kalista,Braum,Trundle,Elise,Azir,Caitlyn,Nautilus,2016
0,1,Trundle,Elise,Vladimir,Sivir,Nautilus,Ekko,LeeSin,Azir,Kalista,Janna,2016
1,0,Ekko,Gragas,Viktor,Caitlyn,Braum,Jayce,LeeSin,Vladimir,Jhin,Thresh,2016
1,0,Maokai,LeeSin,Swain,Lucian,Braum,Trundle,RekSai,Vladimir,Ezreal,Thresh,2016
0,1,Ekko,Graves,Viktor,Ezreal,Braum,Fizz,RekSai,Azir,Caitlyn,Soraka,2016
1,0,Fizz,Elise,Azir,Lucian,Bard,Ekko,RekSai,Viktor,Caitlyn,Nautilus,2016
1,0,Ekko,Kindred,Azir,Caitlyn,Alistar,Maokai,Elise,Viktor,Sivir,Braum,2016
1,0,Ekko,Gragas,Azir,Sivir,Alistar,Maokai,RekSai,Viktor,Caitlyn,Trundle,2016
0,1,Gnar,Nidalee,Ryze,Caitlyn,Braum,Ekko,Kindred,Swain,Jhin,Thresh,2016
0,1,Nautilus,Nidalee,Swain,Caitlyn,Bard,Ekko,LeeSin,Viktor,Lucian,Braum,2016
1,0,Ekko,Gragas,Vladimir,Lucian,Bard,Maokai,RekSai,Leblanc,Caitlyn,Braum,2016
1,0,Maokai,Kindred,Lissandra,Ezreal,Karma,Ekko,Graves,Viktor,Lucian,Trundle,2016
1,0,Trundle,Elise,Leblanc,Kalista,Braum,Ekko,Kindred,Orianna,Lucian,Janna,2016
0,1,Maokai,Kindred,Azir,Lucian,Alistar,Ekko,Elise,Leblanc,Caitlyn,Bard,2016
1,0,Maokai,Graves,Lissandra,Ezreal,Karma,Zac,LeeSin,Azir,Lucian,Braum,2016
1,0,Gragas,Nidalee,Zed,Kalista,Braum,Trundle,Kindred,Leblanc,Lucian,Thresh,2016
1,0,Trundle,Elise,TwistedFate,Ashe,Zyra,Maokai,Kindred,Viktor,Sivir,Karma,2016
0,1,Irelia,Nidalee,TwistedFate,Jhin,Nami,Gragas,LeeSin,Viktor,Ashe,Zyra,2016
1,0,Gragas,Khazix,Vladimir,Sivir,Nami,Trundle,RekSai,Yasuo,Caitlyn,Karma,2016
0,1,Illaoi,Nidalee,Leblanc,Jinx,Karma,Maokai,Khazix,Lissandra,Sivir,Nami,2016
1,0,Fizz,RekSai,Viktor,Caitlyn,Bard,Poppy,Gragas,Azir,Ezreal,Karma,2016
0,1,Irelia,Kindred,Vladimir,Sivir,Alistar,Fizz,Gragas,Anivia,Caitlyn,Zyra,2016
0,1,Illaoi,Nidalee,Ryze,Ashe,Thresh,Irelia,Elise,Zilean,Caitlyn,TahmKench,2016
1,0,Irelia,Gragas,Vladimir,Sivir,Soraka,Fizz,RekSai,Cassiopeia,Lucian,Zyra,2016
1,0,Gragas,LeeSin,Viktor,Draven,Karma,Maokai,Khazix,Leblanc,Sivir,Nami,2016
0,1,Gragas,Khazix,Azir,Kalista,Nami,Gnar,Elise,Fizz,Draven,Karma,2016
1,0,Poppy,Elise,Azir,MissFortune,Karma,Olaf,Gragas,Zed,Sivir,Nami,2016
1,0,Jax,RekSai,Viktor,Lucian,Braum,Fizz,Gragas,Lissandra,Sivir,Karma,2016
1,0,Olaf,Elise,Viktor,Vayne,Nami,Poppy,Gragas,Vladimir,Sivir,Alistar,2016
1,0,Poppy,RekSai,Vladimir,Lucian,Nami,Olaf,Elise,Viktor,Ezreal,Karma,2016
0,1,Trundle,Kindred,Lissandra,Sivir,Zyra,Irelia,Nidalee,Zilean,Caitlyn,Nami,2016
0,1,Irelia,RekSai,Azir,Ezreal,Bard,Trundle,Gragas,Viktor,Caitlyn,Janna,2016
0,1,Gragas,Graves,Lissandra,Ashe,Karma,Ekko,Kindred,Viktor,Caitlyn,Janna,2016
1,0,Ekko,Gragas,Viktor,Caitlyn,Janna,Maokai,Kindred,Lissandra,Ezreal,Bard,2016
1,0,Gragas,Nidalee,Vladimir,Ashe,Nami,Maokai,RekSai,Yasuo,Caitlyn,Karma,2016
0,1,Nautilus,Elise,Viktor,Sivir,Braum,Maokai,Nidalee,Azir,Ezreal,Karma,2016
0,1,Trundle,Gragas,Viktor,Caitlyn,Janna,Poppy,Kindred,Azir,Ashe,Karma,2016
1,0,Olaf,Kindred,Karma,Ezreal,Braum,Ekko,Gragas,Zilean,Lucian,Bard,2016
1,0,Irelia,Gragas,Viktor,Caitlyn,Janna,Shen,Khazix,Ryze,Sivir,Nami,2016
0,1,Illaoi,RekSai,Ryze,Jhin,Zyra,Irelia,Gragas,Zilean,Ashe,Karma,2016
1,0,Olaf,RekSai,Fizz,Ezreal,Thresh,Maokai,Nidalee,Azir,Lucian,Nami,2016
0,1,Irelia,Gragas,Vladimir,Jhin,Karma,Trundle,RekSai,Anivia,Ezreal,Zyra,2016
0,1,Irelia,Gragas,Azir,Sivir,Nami,Maokai,RekSai,Ryze,Ezreal,Soraka,2016
1,0,Irelia,Elise,Zilean,Sivir,Braum,Gragas,RekSai,Ryze,Ezreal,Karma,2016
0,1,Olaf,Elise,Viktor,Caitlyn,Nami,Gnar,Nidalee,Azir,Ezreal,Karma,2016
1,0,Gnar,Nidalee,Vladimir,Ezreal,Karma,Fizz,RekSai,Swain,Caitlyn,Soraka,2016
1,0,Trundle,Gragas,Azir,Ezreal,Nami,Poppy,RekSai,Viktor,Ashe,Karma,2016
0,1,Gnar,LeeSin,Azir,Sivir,Karma,Trundle,Gragas,Lissandra,Ashe,Braum,2016
1,0,Shen,Nidalee,Ryze,Caitlyn,Braum,Maokai,RekSai,Viktor,Ashe,Soraka,2016
0,1,Trundle,RekSai,Azir,Jhin,Thresh,Gnar,Gragas,Viktor,Ezreal,Braum,2016
1,0,Gragas,Elise,Viktor,Caitlyn,Bard,Irelia,Nidalee,Fizz,Sivir,Karma,2016
1,0,Fizz,RekSai,Azir,Ezreal,Karma,Rumble,Olaf,Viktor,Sivir,Braum,2016
0,1,Trundle,Kindred,Azir,Lucian,Braum,Gnar,Gragas,Varus,Jhin,Karma,2016
1,0,Trundle,Gragas,Varus,Ezreal,Bard,Ekko,Kindred,Viktor,Jhin,Braum,2016
0,1,Fizz,RekSai,Zilean,Ezreal,Karma,Gnar,Elise,Viktor,Ashe,Zyra,2016
1,0,Gnar,RekSai,Ryze,Ashe,Karma,JarvanIV,Elise,Vladimir,Jhin,Bard,2016
0,1,Trundle,Elise,Viktor,Ezreal,Braum,Irelia,RekSai,Ryze,Sivir,Karma,2016
0,1,Gragas,Hecarim,Viktor,Ezreal,Nami,Olaf,Elise,Swain,Sivir,Karma,2016
1,0,Trundle,Elise,Vladimir,Ezreal,Nami,Gragas,Kindred,Kassadin,Caitlyn,Karma,2016
1,0,Irelia,Elise,Azir,Ashe,Karma,Trundle,RekSai,Viktor,Ezreal,Nami,2016
1,0,Fizz,RekSai,Vladimir,Caitlyn,Bard,Gnar,Elise,Ryze,Ashe,Karma,2016
1,0,Trundle,Kindred,Vladimir,Ashe,Zyra,Gnar,Gragas,Swain,Ezreal,Braum,2016
0,1,Trundle,Hecarim,Ryze,Ashe,Braum,Gnar,Nidalee,Cassiopeia,Jhin,Thresh,2016
1,0,Jax,Gragas,Azir,Jhin,Thresh,Irelia,Elise,Zilean,Ezreal,Braum,2016
0,1,Gnar,Nidalee,Viktor,Jhin,TahmKench,Fizz,Elise,Ryze,Sivir,Karma,2016
0,1,Shen,RekSai,Ryze,Caitlyn,Karma,Trundle,Elise,Zilean,Ashe,Braum,2016
1,0,Gnar,Nidalee,Vladimir,Lucian,Braum,Jax,RekSai,Azir,Ezreal,Bard,2016
1,0,Trundle,Elise,Syndra,Lucian,Bard,Gnar,RekSai,Zilean,Ezreal,Thresh,2016
1,0,Gnar,Nidalee,Vladimir,Ashe,TahmKench,Shen,LeeSin,Karma,Jhin,Zyra,2016
1,0,Trundle,RekSai,Azir,Jhin,Nami,Irelia,Gragas,Ryze,Ezreal,Karma,2016
0,1,Shen,Hecarim,Azir,Sivir,Karma,Trundle,Elise,Leblanc,Jhin,Bard,2016
0,1,Shen,Graves,Azir,Ezreal,Taric,Ryze,RekSai,Varus,Lucian,Braum,2016
0,1,Ekko,Gragas,Varus,Jhin,Nami,Gnar,Elise,Azir,Ashe,Karma,2016
1,0,Shen,Olaf,Azir,Ezreal,Karma,Trundle,Gragas,Viktor,Caitlyn,Bard,2016
0,1,Gnar,Gragas,Viktor,Jhin,Thresh,Irelia,Elise,Karma,Ashe,Bard,2016
1,0,Gnar,RekSai,Vladimir,Ashe,Thresh,Trundle,Olaf,Karma,Draven,Nami,2016
0,1,Gnar,Nidalee,Karma,Lucian,Braum,Shen,RekSai,Anivia,Jhin,Bard,2016
0,1,Trundle,RekSai,Leblanc,Jhin,Nami,Gnar,Nidalee,Azir,Caitlyn,Karma,2016
1,0,Irelia,Nidalee,Ryze,Sivir,Braum,Shen,Elise,Swain,Caitlyn,Nami,2016
1,0,Gnar,Graves,Swain,Sivir,Karma,Kennen,Elise,Varus,Lucian,Braum,2016
0,1,Shen,Graves,Viktor,Ezreal,Karma,Gnar,Olaf,Zilean,Jhin,Braum,2016
1,0,Gnar,Nidalee,Ryze,Ashe,Bard,JarvanIV,Elise,Viktor,Jhin,Alistar,2016
1,0,Gnar,Kindred,Viktor,Caitlyn,Janna,Shen,Gragas,Zilean,Draven,Bard,2016
1,0,Irelia,RekSai,Ryze,Caitlyn,Bard,Gnar,Hecarim,Viktor,Jhin,Thresh,2016
0,1,Olaf,Elise,Viktor,Sivir,Braum,Trundle,RekSai,Azir,Caitlyn,Karma,2016
1,0,Irelia,Elise,Azir,Caitlyn,Bard,Gragas,RekSai,Karma,Jhin,Morgana,2016
1,0,Swain,Nidalee,Viktor,Ashe,Braum,Gnar,Elise,Cassiopeia,Jhin,Nami,2016
0,1,Gnar,Olaf,Ryze,Sivir,Bard,Swain,RekSai,Viktor,Jhin,Nami,2016
0,1,Lissandra,Hecarim,Swain,Lucian,Karma,Rumble,RekSai,Cassiopeia,Jhin,Braum,2016
1,0,Rumble,Nidalee,Karma,Jhin,Braum,Jayce,Gragas,Azir,Lucian,Bard,2016
0,1,Gnar,Elise,Azir,Ezreal,Nami,Shen,Olaf,Varus,Lucian,Karma,2016
0,1,Trundle,Olaf,Karma,Lucian,Thresh,Shen,Elise,Viktor,Ezreal,Nami,2016
1,0,Shen,RekSai,Viktor,Caitlyn,Nami,Gnar,Elise,Cassiopeia,Jhin,Karma,2016
1,0,Gnar,Elise,Azir,Jhin,Karma,Trundle,RekSai,Leblanc,Caitlyn,Nami,2016
0,1,Gnar,RekSai,Zilean,Sivir,Karma,Irelia,Elise,Viktor,Lucian,Braum,2016
0,1,Shen,RekSai,Syndra,Lucian,Bard,Trundle,Olaf,Leblanc,Sivir,Karma,2016
1,0,Rumble,LeeSin,Vladimir,Lucian,Nami,Jax,Elise,Cassiopeia,Sivir,Karma,2016
0,1,Irelia,Elise,Cassiopeia,Ashe,Braum,Shen,RekSai,Zilean,Sivir,Nami,2016
0,1,Ekko,Graves,Vladimir,Lucian,Braum,Irelia,Nidalee,Kassadin,Sivir,Nami,2016
1,0,Taliyah,RekSai,Azir,Jhin,Karma,Gnar,Kindred,Viktor,Caitlyn,Janna,2016
0,1,Trundle,RekSai,Ryze,Caitlyn,Nami,Lissandra,Hecarim,Viktor,Sivir,Karma,2016
1,0,Gnar,Elise,Viktor,Caitlyn,Bard,Trundle,RekSai,Kassadin,Sivir,Karma,2016
0,1,Shen,RekSai,Viktor,Jhin,Karma,Gnar,Gragas,Azir,Sivir,Janna,2016
1,0,Irelia,Gragas,Ryze,Sivir,Nami,Trundle,Elise,Viktor,Ezreal,Karma,2016
1,0,Shen,Gragas,Ryze,Ashe,Karma,Lissandra,RekSai,Vladimir,Jhin,Thresh,2016
0,1,Trundle,Kindred,Taliyah,Jhin,Thresh,Gangplank,RekSai,Azir,Lucian,Bard,2016
0,1,Gnar,Gragas,Azir,Ashe,Nami,Taliyah,RekSai,Kassadin,Jhin,Karma,2016
1,0,Irelia,Gragas,Kassadin,Sivir,Karma,Olaf,LeeSin,Azir,Jhin,Thresh,2016
0,1,Swain,Olaf,Kassadin,Jhin,Bard,Gnar,Nidalee,Viktor,Ashe,Braum,2016
1,0,Gnar,RekSai,Viktor,Sivir,Taric,Fizz,Nidalee,Varus,Ashe,Braum,2016
0,1,Trundle,Nunu,Karma,Lucian,TahmKench,Jax,Elise,Vladimir,Jhin,Braum,2016
0,1,Trundle,Gragas,Anivia,Lucian,Karma,Rumble,RekSai,Vladimir,Jhin,Thresh,2016
0,1,Shen,RekSai,Viktor,Ashe,Thresh,Rumble,Olaf,Ryze,Ezreal,Braum,2016
0,1,Shen,Nidalee,Vladimir,Ezreal,Karma,Gnar,Elise,Anivia,Ashe,Braum,2016
1,0,Jax,Olaf,Zilean,Sivir,Karma,Rumble,RekSai,Viktor,Draven,Braum,2016
0,1,Gnar,Elise,Viktor,Ashe,Karma,Olaf,Nidalee,Zilean,Ezreal,Braum,2016
1,0,Illaoi,Gragas,Viktor,Ashe,Taric,Jax,RekSai,Karma,Jhin,Braum,2016
0,1,Irelia,Olaf,Kassadin,Ashe,Karma,Gnar,Elise,Ryze,Ezreal,Bard,2016
0,1,Gnar,Elise,Azir,Lucian,Karma,Kennen,RekSai,Ryze,Jhin,Morgana,2016
1,0,Irelia,Gragas,Ryze,Jhin,Morgana,Trundle,Elise,Vladimir,Lucian,Braum,2016
1,0,Irelia,Nidalee,Viktor,Jhin,Trundle,TahmKench,RekSai,Cassiopeia,Caitlyn,Braum,2016
0,1,Rumble,RekSai,Taliyah,Jhin,Karma,Gnar,Olaf,Azir,Sivir,Braum,2016
0,1,Illaoi,Nidalee,Viktor,Ezreal,Taric,Jax,Olaf,TwistedFate,Sivir,Karma,2016
0,1,Gnar,Olaf,Malzahar,Sivir,Janna,Trundle,Gragas,Vladimir,Ashe,Karma,2016
1,0,Gangplank,Gragas,Azir,Sivir,Karma,Gnar,RekSai,Viktor,Caitlyn,Bard,2016
0,1,Lissandra,Hecarim,Vladimir,Lucian,Karma,Gnar,RekSai,Ryze,Sivir,TahmKench,2016
1,0,Trundle,Elise,Azir,Ashe,Braum,Gnar,Gragas,Vladimir,Sivir,Karma,2016
0,1,Shen,Elise,Vladimir,Sivir,Janna,Trundle,Gragas,Cassiopeia,Jhin,Braum,2016
0,1,Rumble,Olaf,Gangplank,Jhin,Trundle,Shen,RekSai,Malzahar,Caitlyn,Braum,2016
0,1,Shen,RekSai,Kassadin,Caitlyn,Karma,Gangplank,Olaf,Viktor,Sivir,Braum,2016
1,0,Shen,Olaf,Azir,Sivir,Braum,Gnar,Elise,Viktor,Lucian,Trundle,2016
1,0,Jax,Elise,Malzahar,Lucian,Trundle,Gnar,RekSai,Viktor,Sivir,Braum,2016
0,1,Olaf,Elise,Viktor,Sivir,Karma,TahmKench,RekSai,Azir,Lucian,Nami,2016
1,0,Irelia,Olaf,Taliyah,Sivir,Bard,Jax,RekSai,Azir,Lucian,Braum,2016
1,0,Jax,Elise,Vladimir,Sivir,Trundle,Gnar,RekSai,Azir,Lucian,Braum,2016
1,0,Irelia,Olaf,Zilean,Lucian,Trundle,Gangplank,RekSai,Viktor,Sivir,Braum,2016
0,1,Gnar,Hecarim,Karma,Ezreal,Trundle,Fiora,Gragas,Kassadin,Jhin,Braum,2016
1,0,Fiora,Elise,Malzahar,Sivir,Nami,Gnar,LeeSin,Viktor,Jhin,Braum,2016
0,1,Gangplank,Olaf,Azir,Sivir,Janna,Fiora,Gragas,Malzahar,Lucian,Alistar,2016
1,0,Fiora,Gragas,Vladimir,Sivir,Taric,Gangplank,Elise,Karma,Lucian,Braum,2016
0,1,Shen,Elise,Malzahar,Sivir,Braum,Gangplank,Gragas,Swain,Jhin,Alistar,2016
1,0,Rumble,RekSai,Malzahar,Lucian,Alistar,Gnar,Olaf,Gangplank,Sivir,Janna,2016
0,1,Irelia,RekSai,Vladimir,Lucian,Karma,Olaf,Elise,Cassiopeia,Caitlyn,Bard,2016
1,0,Shen,RekSai,Malzahar,Lucian,Trundle,Irelia,Gragas,Karma,Sivir,Braum,2016
1,0,Trundle,Gragas,Vladimir,Sivir,TahmKench,Fiora,RekSai,Kassadin,Lucian,Alistar,2016
0,1,Gnar,Gragas,Vladimir,Ezreal,Karma,Shen,Elise,Leblanc,Ashe,Braum,2016
1,0,Gangplank,Gragas,Cassiopeia,Ashe,Trundle,Irelia,Elise,Vladimir,Sivir,Sona,2016
1,0,Irelia,Rumble,Azir,Sivir,Karma,Gangplank,Gragas,KogMaw,Ashe,Braum,2016
1,0,Malzahar,Hecarim,Vladimir,Sivir,Karma,Shen,Gragas,Kassadin,Lucian,Sona,2016
1,0,Trundle,Nidalee,Malzahar,Ashe,TahmKench,Shen,Hecarim,Anivia,Urgot,Karma,2016
0,1,Shen,Gragas,Vladimir,Sivir,Bard,Fiora,Elise,Kassadin,Lucian,Trundle,2016
1,0,Jax,Gragas,Kassadin,Lucian,Trundle,Irelia,RekSai,Vladimir,Sivir,Karma,2016
0,1,Shen,Elise,Malzahar,Lucian,Thresh,Trundle,RekSai,Viktor,Sivir,Alistar,2016
1,0,Irelia,Hecarim,Vladimir,Ashe,Braum,Gangplank,Nidalee,Swain,Jhin,Alistar,2016
0,1,Gangplank,RekSai,Vladimir,Jhin,Alistar,Trundle,Gragas,Viktor,Ezreal,Braum,2016
1,0,Shen,Hecarim,Malzahar,Sivir,Taric,Fiora,Olaf,Karma,Ashe,TahmKench,2016
1,0,Fiora,Gragas,TwistedFate,Ashe,Trundle,TahmKench,Hecarim,Vladimir,Jhin,Karma,2016
0,1,Trundle,Elise,Taliyah,KogMaw,Lulu,Shen,RekSai,Leblanc,Tristana,TahmKench,2016
1,0,Shen,RekSai,Kassadin,Tristana,Bard,TahmKench,Gragas,Viktor,KogMaw,Braum,2016
0,1,Trundle,Gragas,Kassadin,Sivir,Taric,Shen,Hecarim,Leblanc,Lucian,Braum,2016
1,0,Shen,Hecarim,Leblanc,Tristana,Braum,Gangplank,Elise,Viktor,Sivir,Trundle,2016
1,0,Jax,Gragas,Vladimir,Sivir,Taric,Shen,RekSai,Karma,Caitlyn,Trundle,2016
0,1,Shen,Gragas,Karma,Sivir,TahmKench,Jax,Nidalee,Cassiopeia,Ezreal,Alistar,2016
1,0,Shen,Hecarim,Kassadin,Ashe,Alistar,Gangplank,Elise,Kayle,Sivir,TahmKench,2016
0,1,Akali,Hecarim,Leblanc,Jhin,Sion,Irelia,RekSai,Vladimir,Lucian,Braum,2016
1,0,Shen,Hecarim,Vladimir,Tristana,Taric,Jax,Olaf,Kassadin,Sivir,Alistar,2016
0,1,Shen,Rumble,Vladimir,KogMaw,Braum,Gangplank,Gragas,Zilean,Sivir,Bard,2016
1,0,Shen,Gragas,Karma,KogMaw,TahmKench,Gnar,RekSai,Kassadin,Jhin,Alistar,2016
1,0,Shen,RekSai,Ryze,Lucian,Trundle,Gangplank,Gragas,Viktor,Jhin,Braum,2016
0,1,Shen,Rengar,Ryze,Sivir,Karma,Trundle,Gragas,Cassiopeia,KogMaw,Taric,2016
0,1,Fiora,RekSai,Ryze,KogMaw,Trundle,Gnar,LeeSin,Vladimir,Lucian,TahmKench,2016
0,1,Shen,LeeSin,Malzahar,Lucian,Karma,Trundle,Hecarim,TwistedFate,Ashe,Alistar,2016
0,1,Shen,Hecarim,Vladimir,Ashe,Trundle,Fiora,Graves,Ryze,Lucian,Karma,2016
0,1,Fiora,Olaf,Malzahar,Ezreal,Braum,Gnar,Elise,Taliyah,Lucian,Trundle,2016
1,0,Malzahar,Hecarim,Leblanc,Tristana,Braum,Gnar,RekSai,Varus,KogMaw,TahmKench,2016
1,0,Fiora,Gragas,TwistedFate,Jhin,Trundle,Gnar,LeeSin,Vladimir,Lucian,Alistar,2016
1,0,Shen,RekSai,Vladimir,Tristana,Taric,Gnar,Olaf,Ryze,Sivir,Karma,2016
0,1,Nautilus,Gragas,Azir,Lucian,Thresh,Maokai,Kindred,Kassadin,Ezreal,Trundle,2016
1,0,Poppy,Kindred,Lissandra,Sivir,Alistar,Ekko,Gragas,Azir,Jhin,Thresh,2016
1,0,Maokai,Elise,Gangplank,Sivir,Morgana,Nautilus,Gragas,Azir,Jhin,Alistar,2016
1,0,Nautilus,Graves,Lissandra,Jhin,Thresh,Gragas,Elise,Gangplank,Sivir,Alistar,2016
1,0,Gragas,Kindred,Orianna,Lucian,Alistar,Poppy,Nidalee,Lissandra,Ezreal,Braum,2016
1,0,Poppy,Gragas,Varus,Jhin,Trundle,Gangplank,LeeSin,Lissandra,Lucian,Janna,2016
0,1,Gangplank,Nidalee,Corki,Lucian,Alistar,Poppy,LeeSin,Leblanc,Sivir,Trundle,2016
0,1,Poppy,Kindred,Lissandra,Lucian,Bard,Ekko,Graves,Kassadin,Corki,Braum,2016
0,1,Ekko,Graves,Corki,Sivir,Bard,Maokai,Kindred,Karma,Lucian,Braum,2016
1,0,Ekko,LeeSin,Lissandra,Sivir,Braum,Maokai,Graves,Kassadin,Lucian,Alistar,2016
0,1,Trundle,Elise,Leblanc,Sivir,Alistar,Ekko,Gragas,Lulu,Lucian,Braum,2016
1,0,Poppy,Gragas,Orianna,Lucian,Braum,Ekko,Graves,Leblanc,Sivir,Alistar,2016
1,0,Trundle,Graves,Lissandra,Kalista,Thresh,Ekko,LeeSin,Kassadin,Sivir,Alistar,2016
1,0,Ekko,Nidalee,Zed,Ezreal,Alistar,Poppy,Graves,Ryze,Lucian,Thresh,2016
0,1,Poppy,Kindred,Lissandra,Sivir,Nautilus,Trundle,Graves,Ryze,Lucian,Thresh,2016
0,1,Gragas,Graves,Lissandra,Sivir,Thresh,Ekko,Kindred,Ryze,Kalista,Janna,2016
0,1,Maokai,Kindred,Ryze,Kalista,Thresh,Ekko,Graves,Azir,Ezreal,Trundle,2016
0,1,Maokai,Kindred,Ryze,Kalista,Thresh,Ekko,Graves,Azir,Ezreal,Trundle,2016
1,0,Maokai,Kindred,Lissandra,Corki,Alistar,Gragas,Graves,Kassadin,Ezreal,Braum,2016
1,0,Maokai,Kindred,Ryze,Sivir,Braum,Trundle,Graves,Cassiopeia,Corki,Alistar,2016
0,1,Poppy,Kindred,Ryze,Corki,Braum,Maokai,Graves,Orianna,Ezreal,Trundle,2016
0,1,Ekko,Kindred,Orianna,Ezreal,Trundle,Maokai,Graves,Leblanc,Sivir,Braum,2016
1,0,Ekko,Kindred,Orianna,Kalista,Thresh,Trundle,Graves,TwistedFate,Sivir,Braum,2016
0,1,Maokai,Kindred,Azir,Ezreal,Braum,Ekko,Graves,Zed,Sivir,Bard,2016
0,1,Gragas,Elise,Lissandra,Sivir,Braum,Ekko,Kindred,Zed,Caitlyn,Janna,2016
0,1,Gnar,Gragas,Vladimir,Jhin,Karma,Kennen,RekSai,Ryze,Ashe,Braum,2016
0,1,Irelia,Graves,Kassadin,Ashe,Alistar,Trundle,Elise,Ekko,Sivir,Taric,2016
1,0,Gnar,RekSai,Vladimir,Corki,Bard,Irelia,Elise,Cassiopeia,Sivir,TahmKench,2016
1,0,Irelia,RekSai,Kassadin,Lucian,Braum,Gnar,Elise,Ryze,Sivir,Alistar,2016
1,0,Ekko,Elise,Vladimir,Tristana,Taric,Gangplank,Nidalee,Lissandra,Sivir,Braum,2016
0,1,Gnar,Graves,Lissandra,Lucian,Braum,Gangplank,Nidalee,Vladimir,Sivir,Taric,2016
1,0,Shen,Hecarim,Vladimir,Sivir,Taric,Gangplank,Nidalee,Cassiopeia,Lucian,Trundle,2016
1,0,Ekko,RekSai,Taliyah,Lucian,Taric,Gnar,Gragas,Vladimir,Ashe,TahmKench,2016
0,1,Ekko,RekSai,Vladimir,Ashe,Taric,Gnar,Gragas,Taliyah,Jhin,TahmKench,2016
1,0,Gangplank,RekSai,Vladimir,Ashe,TahmKench,Gnar,Gragas,Taliyah,Jhin,Braum,2016
0,1,Gangplank,RekSai,Vladimir,Ashe,TahmKench,Gnar,Gragas,Malzahar,Sivir,Karma,2016
0,1,Gangplank,RekSai,Vladimir,Lucian,Karma,Gnar,Gragas,Malzahar,Sivir,TahmKench,2016
1,0,Gangplank,RekSai,Vladimir,Jhin,TahmKench,Gnar,Elise,Anivia,Ashe,Braum,2016
1,0,Shen,Gragas,Kassadin,Lucian,Taric,Gnar,RekSai,Lissandra,Sivir,Trundle,2016
0,1,Shen,Gragas,Leblanc,Lucian,Taric,Gnar,RekSai,Taliyah,Sivir,Soraka,2016
1,0,Gnar,Elise,Malzahar,Tristana,Braum,Irelia,Gragas,Vladimir,Sivir,Taric,2016
0,1,Gangplank,RekSai,Vladimir,Ashe,TahmKench,Shen,Gragas,Cassiopeia,Sivir,Karma,2016
1,0,Gnar,RekSai,Vladimir,Lucian,Trundle,Shen,Gragas,Cassiopeia,Ashe,TahmKench,2016
0,1,Gnar,RekSai,Viktor,Lucian,Trundle,Shen,Elise,Vladimir,Tristana,Braum,2016
0,1,Kennen,Gragas,Leblanc,Lucian,Braum,Gnar,Nidalee,Taliyah,Sivir,Taric,2016
0,1,Shen,Hecarim,Syndra,Sivir,TahmKench,Gangplank,Gragas,Ekko,Lucian,Trundle,2016
0,1,Gnar,RekSai,Ekko,Lucian,Soraka,Shen,Gragas,Vladimir,Sivir,Karma,2016
1,0,Gnar,Gragas,Vladimir,Sivir,TahmKench,Shen,RekSai,Malzahar,Caitlyn,Karma,2016
1,0,Shen,Elise,Vladimir,Jhin,Braum,Fiora,RekSai,Ryze,Ashe,TahmKench,2016
0,1,Gnar,Elise,Taliyah,Sivir,Trundle,Shen,Nidalee,Karma,Ashe,Alistar,2016
0,1,Gangplank,Elise,Vladimir,Lucian,Braum,Shen,Nidalee,Anivia,Sivir,Taric,2016
0,1,Gnar,RekSai,Malzahar,Sivir,TahmKench,Shen,Elise,Vladimir,Vayne,Alistar,2016
0,1,Gangplank,RekSai,Taliyah,Jhin,Bard,Shen,Gragas,Kassadin,Tristana,TahmKench,2016
0,1,Yasuo,RekSai,Vladimir,Lucian,Trundle,Gnar,Elise,Ryze,Sivir,Karma,2016
1,0,Shen,Elise,Vladimir,Sivir,Bard,Maokai,Nidalee,Taliyah,Lucian,Trundle,2016
