bResult,rResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp,Year
1,0,Lissandra,Rengar,Kassadin,Graves,Janna,Lulu,Nunu,Orianna,Tristana,Leona,2015
1,0,Gnar,RekSai,Xerath,Sivir,Morgana,Jax,LeeSin,Ahri,Graves,Thresh,2015
0,1,Malphite,Pantheon,Orianna,Vayne,Janna,Maokai,JarvanIV,Leblanc,Tristana,Thresh,2015
0,1,Poppy,Elise,Lissandra,Tristana,Thresh,Maokai,JarvanIV,Ahri,Corki,Annie,2015
1,0,Rumble,RekSai,Lulu,Corki,Annie,Irelia,JarvanIV,Orianna,Sivir,Leona,2015
1,0,Kassadin,JarvanIV,Zed,Graves,Annie,Maokai,Khazix,Lissandra,Kalista,Thresh,2015
0,1,Gnar,Nunu,Lulu,Jinx,Janna,Irelia,LeeSin,Xerath,Kalista,Nami,2015
0,1,Lissandra,RekSai,Leblanc,Corki,Nami,Irelia,JarvanIV,Ahri,Graves,Janna,2015
0,1,Irelia,JarvanIV,Xerath,Kalista,Blitzcrank,Gnar,Rengar,Ahri,Graves,Janna,2015
0,1,Gnar,Sejuani,Ahri,Graves,Janna,Sion,RekSai,Lissandra,Kalista,Annie,2015
1,0,Rumble,JarvanIV,Ahri,Kalista,Annie,Lissandra,RekSai,Orianna,Graves,Nami,2015
1,0,Irelia,RekSai,Ahri,Sivir,Nami,Gnar,JarvanIV,Orianna,Vayne,Janna,2015
0,1,Morgana,JarvanIV,Zed,Kalista,Annie,Maokai,RekSai,Ahri,Graves,Leona,2015
0,1,Maokai,Vi,Kassadin,Caitlyn,Morgana,Lissandra,Olaf,Zed,Graves,Janna,2015
0,1,Gnar,RekSai,Xerath,Graves,Janna,Maokai,Vi,Leblanc,Kalista,Annie,2015
1,0,Olaf,JarvanIV,Leblanc,Graves,Thresh,Maokai,Khazix,Lissandra,Lucian,Janna,2015
1,0,Cassiopeia,RekSai,Lissandra,Kalista,Morgana,Irelia,Vi,Kassadin,Corki,Thresh,2015
1,0,Gnar,RekSai,Leblanc,Kalista,Janna,Irelia,JarvanIV,Xerath,Graves,Nami,2015
1,0,Lissandra,Sejuani,Kassadin,Lucian,Janna,Irelia,Rengar,Ahri,Sivir,Annie,2015
1,0,Sion,LeeSin,Ahri,Graves,Braum,Maokai,RekSai,Cassiopeia,Tristana,Thresh,2015
0,1,Rumble,Sejuani,Zed,Kalista,Janna,Kassadin,RekSai,Lulu,Sivir,Leona,2015
1,0,Maokai,RekSai,Leblanc,Kalista,Janna,Kassadin,JarvanIV,Lulu,Graves,Annie,2015
1,0,Cassiopeia,Olaf,Ahri,Graves,Janna,Gnar,MonkeyKing,Lissandra,Kalista,Nami,2015
0,1,Irelia,Sejuani,Kassadin,Tristana,Nami,Lissandra,Olaf,Zed,Graves,Janna,2015
0,1,Morgana,LeeSin,Xerath,Corki,Nautilus,Lissandra,RekSai,Ahri,Lucian,Braum,2015
0,1,Fizz,Nidalee,Kassadin,Graves,Leona,Irelia,JarvanIV,TwistedFate,Sivir,Annie,2015
1,0,Gnar,JarvanIV,Xerath,Graves,Annie,Maokai,RekSai,Ahri,Sivir,Janna,2015
0,1,Gnar,RekSai,TwistedFate,Sivir,Thresh,Lissandra,Olaf,Ahri,Graves,Janna,2015
1,0,Maokai,LeeSin,Lissandra,Kalista,Thresh,Gnar,JarvanIV,Xerath,Graves,Janna,2015
1,0,Lissandra,RekSai,Orianna,Lucian,Janna,Rumble,JarvanIV,Cassiopeia,Kalista,Annie,2015
0,1,Gnar,JarvanIV,Leblanc,Graves,Janna,Morgana,RekSai,Nidalee,Kalista,Nami,2015
1,0,Lissandra,RekSai,Xerath,Corki,Janna,Irelia,JarvanIV,Kassadin,Graves,Lulu,2015
0,1,Gnar,JarvanIV,Leblanc,Graves,Leona,Morgana,Rengar,Nidalee,Kalista,Nami,2015
0,1,Maokai,Vi,Leblanc,Graves,Soraka,Rumble,JarvanIV,Ahri,Lucian,Janna,2015
0,1,Kennen,RekSai,Ahri,Draven,Morgana,Maokai,JarvanIV,Lissandra,Kalista,Thresh,2015
1,0,Maokai,JarvanIV,Ahri,Kalista,Soraka,Lissandra,Vi,Zed,Vayne,Janna,2015
1,0,Maokai,RekSai,Lissandra,Lucian,Braum,Rumble,Sejuani,Ahri,Graves,Janna,2015
1,0,Kennen,RekSai,Lissandra,Corki,Veigar,Olaf,Sejuani,Orianna,Kalista,Annie,2015
1,0,Maokai,RekSai,Nidalee,Corki,Nami,Gnar,Vi,Lissandra,Lucian,Leona,2015
1,0,Lissandra,Olaf,Zed,Jinx,Nami,Morgana,JarvanIV,Lulu,Kalista,Leona,2015
1,0,Maokai,RekSai,Leblanc,Graves,Lulu,Irelia,JarvanIV,Orianna,Corki,Annie,2015
0,1,Maokai,JarvanIV,TwistedFate,Graves,Annie,Gnar,RekSai,Syndra,Kalista,Janna,2015
0,1,Rengar,Darius,Lulu,Lucian,Blitzcrank,Sion,LeeSin,Xerath,Graves,Janna,2015
0,1,Fizz,RekSai,Viktor,Lucian,Velkoz,Maokai,LeeSin,Zed,Graves,Thresh,2015
1,0,Hecarim,JarvanIV,Ahri,Sivir,Janna,Maokai,Warwick,Leblanc,Graves,Thresh,2015
0,1,Sion,RekSai,Leblanc,Jinx,Annie,Malphite,Pantheon,Ahri,Kalista,Janna,2015
1,0,Sion,LeeSin,Leblanc,Graves,Janna,Maokai,Olaf,Ahri,Corki,Nami,2015
1,0,Gnar,Zac,Xerath,Sivir,Nami,Maokai,Pantheon,Ahri,Corki,Lulu,2015
1,0,Kennen,Sejuani,Ezreal,Sivir,Thresh,Hecarim,JarvanIV,Leblanc,Graves,Lulu,2015
0,1,Lulu,RekSai,Karthus,KogMaw,Morgana,Sion,JarvanIV,Xerath,Jinx,Thresh,2015
0,1,Hecarim,Sejuani,Xerath,Sivir,Thresh,Fizz,RekSai,Leblanc,Graves,Annie,2015
1,0,Cassiopeia,RekSai,Xerath,Lucian,Janna,Irelia,Pantheon,Lissandra,Graves,Thresh,2015
1,0,Rumble,Sejuani,Zed,Corki,Nami,Hecarim,Gragas,Leblanc,Lucian,Janna,2015
1,0,Kennen,Sejuani,Lissandra,Graves,Janna,Maokai,JarvanIV,Leblanc,Sivir,Thresh,2015
1,0,Gnar,Nautilus,Ahri,Jinx,Lulu,Maokai,RekSai,Katarina,KogMaw,Nami,2015
1,0,Sion,Gragas,Yasuo,Corki,Nami,Gnar,RekSai,Ahri,Jinx,Janna,2015
0,1,Hecarim,Amumu,Leblanc,Corki,Nami,Sion,Gragas,Yasuo,Graves,Leona,2015
1,0,Maokai,RekSai,Lulu,Corki,Morgana,Vladimir,Zac,Cassiopeia,Lucian,Thresh,2015
0,1,Morgana,JarvanIV,Urgot,Ezreal,Nami,Gragas,RekSai,Lissandra,Lucian,Lulu,2015
1,0,Irelia,Sejuani,Diana,Lucian,Janna,Gragas,Nocturne,Katarina,Jinx,Nami,2015
1,0,Maokai,Sejuani,Ahri,Graves,Thresh,Rumble,JarvanIV,Lissandra,Lucian,Janna,2015
1,0,Fizz,Gragas,Lissandra,Lucian,Janna,Maokai,Zac,Ahri,Graves,Annie,2015
1,0,Hecarim,Sion,Diana,Corki,Thresh,Kennen,Gragas,Xerath,Graves,Janna,2015
0,1,Cassiopeia,JarvanIV,Ahri,Lucian,Janna,Irelia,Maokai,Diana,Graves,Thresh,2015
1,0,Maokai,JarvanIV,Lulu,Lucian,Thresh,Sion,Gragas,Azir,Graves,Janna,2015
0,1,Lissandra,RekSai,Diana,Lucian,Braum,Hecarim,Nunu,Ahri,Corki,Thresh,2015
1,0,Rumble,RekSai,Nidalee,Lucian,Morgana,Hecarim,Sejuani,Xerath,Corki,Thresh,2015
0,1,Irelia,Sejuani,Ziggs,Lucian,Nautilus,Maokai,RekSai,Cassiopeia,Kalista,Morgana,2015
1,0,Maokai,Gragas,Lulu,Sivir,Nautilus,Rumble,Sejuani,Urgot,Corki,Morgana,2015
1,0,Maokai,RekSai,Ziggs,Jinx,Morgana,Hecarim,Gragas,Chogath,Vayne,Leona,2015
1,0,Maokai,RekSai,Diana,Kalista,Thresh,Gnar,Sejuani,Cassiopeia,Urgot,Alistar,2015
0,1,Maokai,RekSai,Zed,Jinx,Annie,Shyvana,Sejuani,Cassiopeia,Kalista,Thresh,2015
0,1,Hecarim,Gragas,Kassadin,Lucian,Nautilus,Rumble,RekSai,Leblanc,Urgot,Alistar,2015
0,1,Hecarim,RekSai,Cassiopeia,Kalista,Nautilus,Maokai,Sejuani,Azir,Lucian,Alistar,2015
0,1,Gnar,Gragas,Lulu,Sivir,Nautilus,Cassiopeia,Nunu,Orianna,Kalista,Thresh,2015
0,1,Rumble,RekSai,Orianna,Lucian,Thresh,Gnar,Gragas,Vladimir,Sivir,Nautilus,2015
1,0,Gnar,Gragas,Cassiopeia,Kalista,Morgana,Lulu,RekSai,Ziggs,Jinx,Thresh,2015
0,1,Maokai,RekSai,Vladimir,Lucian,Thresh,Gnar,Gragas,Viktor,Sivir,Alistar,2015
0,1,Rumble,Sejuani,Azir,Lucian,Alistar,Hecarim,Nunu,Kassadin,Jinx,Annie,2015
1,0,Gnar,RekSai,Cassiopeia,Lucian,Bard,Maokai,Hecarim,Azir,Sivir,Thresh,2015
0,1,Maokai,Gragas,Leblanc,Jinx,Nautilus,Lulu,RekSai,Cassiopeia,Lucian,Janna,2015
1,0,Gnar,RekSai,Xerath,Vayne,Bard,DrMundo,Gragas,Lulu,Jinx,Morgana,2015
0,1,Maokai,RekSai,Orianna,Jinx,Alistar,Hecarim,Gragas,Xerath,Sivir,Annie,2015
0,1,Gnar,Sejuani,Leblanc,Kalista,Alistar,Hecarim,Gragas,Ahri,Sivir,Thresh,2015
1,0,Shyvana,RekSai,Leblanc,Lucian,Thresh,Gnar,LeeSin,Vladimir,Sivir,Nautilus,2015
1,0,Maokai,Gragas,Cassiopeia,Lucian,Alistar,Gnar,Sejuani,Viktor,Vayne,Bard,2015
0,1,Rumble,Evelynn,Cassiopeia,Urgot,Alistar,Gnar,Nunu,Ahri,Sivir,Bard,2015
1,0,Maokai,JarvanIV,Viktor,Sivir,Alistar,Gnar,Evelynn,Ahri,Urgot,Nautilus,2015
0,1,Gnar,Gragas,Viktor,Graves,Janna,Cassiopeia,RekSai,KogMaw,Urgot,Thresh,2015
1,0,Hecarim,RekSai,Ahri,Ashe,Alistar,Gnar,Gragas,Cassiopeia,Lucian,Thresh,2015
1,0,Maokai,Sejuani,Azir,Jinx,Thresh,RekSai,Gragas,KogMaw,Lucian,Alistar,2015
1,0,Gnar,RekSai,Azir,Lucian,Alistar,Rumble,Gragas,Kassadin,Sivir,Annie,2015
1,0,Gnar,Gragas,Azir,Vayne,Alistar,Yasuo,RekSai,Lulu,Urgot,Nautilus,2015
1,0,Ryze,Gragas,Azir,Sivir,Thresh,Maokai,RekSai,Cassiopeia,Lucian,Morgana,2015
1,0,Rumble,Nunu,KogMaw,Kalista,Bard,Maokai,RekSai,Cassiopeia,Ashe,Alistar,2015
1,0,Maokai,RekSai,Cassiopeia,Ashe,Alistar,Vladimir,Gragas,Chogath,Sivir,Thresh,2015
1,0,Rumble,Gragas,Azir,Ezreal,Nautilus,Ryze,RekSai,Orianna,Urgot,Lulu,2015
0,1,Gnar,Gragas,Leblanc,Lucian,Bard,Maokai,RekSai,Morgana,Draven,Thresh,2015
1,0,Shyvana,Gragas,Azir,Jinx,Thresh,Maokai,RekSai,KogMaw,Sivir,Morgana,2015
1,0,Hecarim,RekSai,Azir,Vayne,Janna,Gnar,Sejuani,Xerath,Sivir,Thresh,2015
1,0,Gnar,Ekko,Azir,Corki,Bard,Hecarim,Olaf,Ahri,Sivir,Janna,2015
1,0,Rumble,RekSai,Azir,Kalista,Thresh,Gnar,Gragas,Ryze,Ashe,Nautilus,2015
1,0,Shen,Gragas,Ryze,Ashe,Nautilus,Maokai,RekSai,Ekko,Kalista,Morgana,2015
1,0,Gnar,Evelynn,Azir,Ashe,Nautilus,Shen,Gragas,Fizz,Tristana,Thresh,2015
0,1,Maokai,Ekko,Azir,Sivir,Nautilus,Hecarim,RekSai,Cassiopeia,Corki,Alistar,2015
0,1,Shen,Maokai,Azir,Kalista,Thresh,Fizz,RekSai,Xerath,Sivir,Nautilus,2015
1,0,Maokai,RekSai,Viktor,Kalista,Thresh,Rumble,Gragas,Varus,Jinx,Annie,2015
0,1,Shen,Evelynn,Ezreal,Kalista,Thresh,Gnar,Gragas,Azir,Sivir,Bard,2015
1,0,Rumble,Olaf,Ezreal,Draven,Alistar,Gnar,Evelynn,Viktor,Sivir,Thresh,2015
1,0,Shen,JarvanIV,Azir,Sivir,Janna,Hecarim,RekSai,Ezreal,Vayne,Nautilus,2015
1,0,Shen,JarvanIV,Xerath,Sivir,Alistar,Rumble,RekSai,Varus,Vayne,Janna,2015
0,1,Gnar,Gragas,Viktor,Kalista,Nautilus,Hecarim,RekSai,TwistedFate,Corki,Thresh,2015
0,1,Shen,Gragas,TwistedFate,Kalista,Janna,Maokai,Ekko,Varus,Corki,Thresh,2015
0,1,Ryze,Evelynn,Ezreal,Vayne,Alistar,Shen,Ekko,Varus,Corki,Nautilus,2015
0,1,Maokai,Olaf,Azir,Jinx,Janna,Shen,Gragas,Jayce,Corki,Nautilus,2015
1,0,Hecarim,Gragas,Viktor,Kalista,Morgana,Maokai,Nidalee,Azir,Corki,Alistar,2015
0,1,Nautilus,Ekko,Ezreal,Corki,Lulu,Shen,RekSai,Diana,Sivir,Alistar,2015
1,0,Hecarim,Gragas,Ezreal,Corki,Janna,Shen,RekSai,Azir,Jinx,Thresh,2015
1,0,Maokai,Ekko,Ryze,Kalista,Annie,Nautilus,RekSai,Varus,Tristana,Thresh,2015
1,0,Fizz,RekSai,Viktor,Vayne,Morgana,Hecarim,Ekko,Ezreal,Sivir,Thresh,2015
1,0,Gnar,RekSai,Azir,Ashe,Nautilus,Fizz,LeeSin,Anivia,Tristana,Thresh,2015
0,1,Shen,RekSai,Ezreal,Vayne,Janna,Maokai,Gragas,Yasuo,Sivir,Bard,2015
1,0,Fizz,RekSai,Azir,Sivir,Janna,Maokai,Gragas,Varus,Corki,Nautilus,2015
0,1,Rumble,RekSai,Viktor,Corki,Janna,Hecarim,Gragas,KogMaw,Sivir,Nautilus,2015
0,1,Fizz,JarvanIV,Ahri,Sivir,Nautilus,Shen,Gragas,Ezreal,Draven,Janna,2015
0,1,Shen,RekSai,Azir,Ezreal,Thresh,Fizz,Gragas,Varus,Corki,Janna,2015
1,0,Maokai,Gragas,Varus,Kalista,Annie,Shen,RekSai,Ezreal,Tristana,Janna,2015
0,1,Rumble,Ekko,Varus,Sivir,Nautilus,Maokai,RekSai,Jayce,Corki,Annie,2015
1,0,Shen,Gragas,Viktor,Kalista,Thresh,Maokai,RekSai,Varus,Corki,Annie,2015
0,1,Shen,Gragas,Ezreal,Draven,Thresh,Rumble,RekSai,TwistedFate,Sivir,Annie,2015
1,0,Maokai,RekSai,Ahri,Corki,Nautilus,Shen,Gragas,Varus,Sivir,Morgana,2015
1,0,Hecarim,Gragas,Ezreal,Lucian,Morgana,Shen,Olaf,Diana,Sivir,Janna,2015
1,0,Shen,JarvanIV,Azir,Kalista,Nautilus,Hecarim,Evelynn,Varus,Corki,Alistar,2015
1,0,Ryze,Ekko,Varus,Sivir,Morgana,Rumble,JarvanIV,Azir,Tristana,Shen,2015
1,0,Fizz,Gragas,Varus,Corki,Nautilus,Hecarim,Ekko,Azir,Sivir,Janna,2015
1,0,Hecarim,Gragas,Varus,Corki,Morgana,Shen,JarvanIV,Xerath,Sivir,Alistar,2015
1,0,Fizz,Gragas,Ezreal,Vayne,Alistar,Maokai,Rengar,Diana,KogMaw,Nautilus,2015
0,1,Hecarim,Gragas,TwistedFate,Jinx,Janna,Maokai,RekSai,Ahri,Corki,Bard,2015
1,0,Hecarim,RekSai,Ezreal,Sivir,Alistar,Rumble,Ekko,Varus,Corki,Nautilus,2015
0,1,Maokai,Gragas,TwistedFate,Sivir,Morgana,Shyvana,Evelynn,Ezreal,Vayne,Alistar,2015
1,0,Hecarim,RekSai,Azir,Corki,Nautilus,Maokai,Nidalee,Varus,Kalista,Morgana,2015
1,0,Gnar,Gragas,Ezreal,Corki,Trundle,Hecarim,RekSai,TwistedFate,Kalista,Braum,2015
1,0,Maokai,Gragas,Diana,Sivir,Thresh,Rumble,RekSai,Viktor,Corki,Trundle,2015
1,0,Shen,Graves,Ahri,Lucian,Braum,Ryze,LeeSin,Lulu,Ezreal,Thresh,2016
0,1,TahmKench,LeeSin,Corki,Caitlyn,Poppy,Shen,RekSai,Ahri,Lucian,Morgana,2016
1,0,Shen,Graves,Lux,Tristana,Janna,Lissandra,RekSai,Anivia,Lucian,Alistar,2016
0,1,DrMundo,RekSai,Viktor,MissFortune,Braum,Lissandra,Graves,Corki,Ezreal,Alistar,2016
0,1,Trundle,Poppy,Ahri,Ezreal,Shen,Lissandra,DrMundo,Corki,MissFortune,Janna,2016
1,0,Quinn,Graves,Ahri,Corki,Shen,Gangplank,RekSai,Leblanc,Lucian,Trundle,2016
1,0,Shen,Kindred,Leblanc,Corki,Alistar,Malphite,Graves,Viktor,Lucian,Braum,2016
0,1,DrMundo,RekSai,Corki,Kalista,Janna,Fiora,Graves,Lissandra,Tristana,TahmKench,2016
1,0,Gnar,Elise,Ahri,Corki,Alistar,TahmKench,RekSai,Gangplank,Tristana,Janna,2016
0,1,Lissandra,Elise,Corki,Kalista,Alistar,Shen,Graves,Ahri,Lucian,Bard,2016
1,0,Gangplank,RekSai,Viktor,Lucian,Trundle,Lissandra,Elise,Corki,Ezreal,Janna,2016
0,1,Jax,RekSai,Syndra,Kalista,Alistar,Gnar,LeeSin,Ahri,Corki,Thresh,2016
1,0,Ryze,RekSai,Ahri,Tristana,TahmKench,Lissandra,Elise,Viktor,Kalista,Alistar,2016
1,0,Gnar,RekSai,Lux,Corki,Thresh,Malphite,Elise,Leblanc,Lucian,Janna,2016
0,1,Trundle,Elise,Ahri,Kalista,Morgana,Fiora,RekSai,Yasuo,Lucian,Nautilus,2016
0,1,Fiora,Elise,Leblanc,Lucian,Trundle,Quinn,Graves,Ahri,Corki,Alistar,2016
1,0,Fiora,RekSai,Leblanc,Lucian,Poppy,Gnar,Graves,Ahri,Kalista,Trundle,2016
1,0,Fiora,Elise,Ahri,Corki,Trundle,DrMundo,RekSai,Lissandra,Kalista,Thresh,2016
0,1,Shen,RekSai,Ahri,Lucian,Nautilus,Fiora,Gragas,Lux,Kalista,Alistar,2016
1,0,Malphite,Elise,Viktor,Lucian,Alistar,Fiora,Graves,Corki,Caitlyn,TahmKench,2016
1,0,Fiora,Graves,Viktor,Corki,Trundle,Malphite,Elise,Orianna,Tristana,Shen,2016
0,1,Fiora,Gragas,Zed,Corki,Morgana,Trundle,RekSai,TwistedFate,Lucian,Thresh,2016
1,0,Fiora,Elise,Ahri,Kalista,Alistar,Malphite,Gragas,Corki,Lucian,Trundle,2016
0,1,Shen,Elise,Leblanc,Kalista,Alistar,TahmKench,RekSai,Lux,Lucian,Thresh,2016
1,0,Fiora,Graves,Lux,Lucian,Thresh,Lulu,RekSai,Corki,Ezreal,Braum,2016
0,1,Shen,RekSai,Leblanc,Lucian,Thresh,Graves,Kindred,Lissandra,Kalista,Morgana,2016
1,0,Fiora,Nidalee,Corki,Lucian,Braum,Trundle,Elise,Viktor,Kalista,Morgana,2016
1,0,Graves,Udyr,Zilean,Vayne,Alistar,Gangplank,Elise,Corki,Lucian,Braum,2016
1,0,Fiora,RekSai,Corki,Caitlyn,Syndra,Lulu,Gragas,Yasuo,Lucian,Alistar,2016
1,0,Fiora,Gragas,Lulu,Vayne,Morgana,Ryze,Kindred,Corki,Lucian,Bard,2016
0,1,Gnar,Nidalee,Lulu,Lucian,Thresh,Zac,RekSai,Corki,Tristana,Bard,2016
1,0,Fiora,Graves,TwistedFate,Corki,Thresh,Quinn,Nidalee,Lux,Lucian,Poppy,2016
1,0,Malphite,Elise,Orianna,Kalista,Thresh,Fiora,Kindred,Lux,Lucian,Bard,2016
1,0,Ryze,RekSai,Ahri,Corki,Alistar,Fiora,Gragas,Lux,Kalista,Thresh,2016
0,1,Malphite,Graves,Ahri,Lucian,Alistar,Nautilus,RekSai,Corki,Ezreal,Bard,2016
1,0,Trundle,Graves,Velkoz,Kalista,Braum,Nautilus,Elise,Viktor,Lucian,Thresh,2016
1,0,Trundle,Kindred,Ahri,Kalista,Blitzcrank,Fiora,Elise,Velkoz,Lucian,Braum,2016
1,0,Graves,RekSai,Orianna,Kalista,Braum,Lulu,Elise,Viktor,Jinx,Janna,2016
1,0,Malphite,Elise,Corki,Lucian,Alistar,Irelia,RekSai,Lulu,Kalista,Thresh,2016
1,0,Ryze,RekSai,Viktor,Ezreal,Braum,Morgana,Graves,Ahri,Kalista,Alistar,2016
1,0,Fiora,Gragas,Corki,Tristana,Poppy,Lissandra,Nidalee,Ahri,Lucian,Braum,2016
1,0,XinZhao,Zac,Orianna,Kalista,Alistar,Trundle,Gragas,Viktor,Lucian,Janna,2016
0,1,Graves,RekSai,Ahri,Lucian,Braum,Malphite,Gragas,Corki,Ezreal,Morgana,2016
1,0,Trundle,Gragas,Lulu,Ezreal,Braum,Malphite,Rumble,Ahri,Kalista,Alistar,2016
0,1,Fiora,RekSai,Ziggs,Ezreal,Bard,Trundle,Gragas,Corki,Kalista,Morgana,2016
0,1,Poppy,Elise,Viktor,Lucian,Alistar,Trundle,Gragas,Leblanc,Ezreal,Braum,2016
1,0,Shen,Kindred,Orianna,Lucian,Braum,Malphite,Gragas,Zed,Kalista,Thresh,2016
0,1,Poppy,Gragas,Viktor,Ezreal,TahmKench,Fiora,Elise,Lulu,Caitlyn,Alistar,2016
1,0,Fiora,Elise,Lux,Kalista,Braum,Nautilus,Gragas,Corki,Caitlyn,Janna,2016
1,0,Malphite,Gragas,Leblanc,Lucian,Braum,Graves,RekSai,Ahri,Ezreal,Bard,2016
1,0,Nautilus,Gragas,Ahri,Tristana,Trundle,Shen,RekSai,Zilean,Lucian,Braum,2016
0,1,Malphite,Elise,Ahri,Kalista,Thresh,Graves,Gragas,Orianna,Ezreal,Poppy,2016
0,1,Graves,Gragas,Zilean,Ezreal,Braum,Trundle,Elise,Corki,Kalista,Nautilus,2016
0,1,Quinn,Rumble,Orianna,Ezreal,Poppy,Trundle,Kindred,Ahri,KogMaw,Bard,2016
0,1,Fiora,Nidalee,Lissandra,Ezreal,Alistar,Malphite,Elise,Lux,Lucian,Bard,2016
1,0,Fiora,Graves,Viktor,Corki,Braum,Nautilus,Kindred,Orianna,Ezreal,Trundle,2016
1,0,Nautilus,Kindred,Viktor,Ezreal,Alistar,Fiora,Nidalee,TwistedFate,Lucian,Trundle,2016
1,0,Nautilus,Elise,Corki,Lucian,Soraka,Trundle,LeeSin,Leblanc,Ezreal,Poppy,2016
1,0,Fiora,Elise,Corki,Ezreal,Bard,Nautilus,Kindred,Syndra,Lucian,Braum,2016
0,1,Maokai,Elise,Corki,Ezreal,Janna,Nautilus,Gragas,Quinn,Lucian,Bard,2016
0,1,Graves,Zac,Orianna,Ezreal,Alistar,Nautilus,Kindred,Viktor,Lucian,Poppy,2016
1,0,Trundle,Elise,Lulu,Lucian,Thresh,Graves,Gragas,TwistedFate,Kalista,Bard,2016
0,1,Fiora,Elise,Ahri,Sivir,Trundle,Graves,Gragas,Leblanc,Lucian,Bard,2016
0,1,Rammus,Gragas,Corki,Lucian,Bard,Trundle,Graves,TwistedFate,Sivir,Janna,2016
0,1,Trundle,LeeSin,Viktor,Kalista,Braum,Graves,Gragas,Leblanc,Ezreal,Elise,2016
1,0,Nautilus,Nidalee,Azir,Lucian,Braum,Trundle,Gragas,Lulu,Sivir,Bard,2016
0,1,Trundle,Elise,Corki,Lucian,Soraka,Malphite,RekSai,Lulu,Vayne,Janna,2016
0,1,Nautilus,Nidalee,Lulu,Lucian,Braum,Trundle,Gragas,Lissandra,Jhin,Thresh,2016
0,1,Poppy,Gragas,Lux,Jhin,Thresh,Malphite,RekSai,Lissandra,Lucian,Braum,2016
1,0,Maokai,Graves,Leblanc,Ezreal,Poppy,Nautilus,Elise,Azir,Kalista,Morgana,2016
1,0,Nautilus,Gragas,Lulu,KogMaw,Morgana,Maokai,Sejuani,Quinn,Sivir,Bard,2016
0,1,Fiora,Elise,Lissandra,Lucian,Poppy,Nautilus,Gragas,Corki,Sivir,Alistar,2016
0,1,Trundle,Elise,Lux,Sivir,Alistar,Karma,RekSai,Corki,Lucian,Poppy,2016
1,0,Nautilus,Elise,Corki,Ezreal,Trundle,Shen,Nidalee,Azir,Lucian,Braum,2016
0,1,Malphite,Graves,Lissandra,Lucian,Trundle,Nautilus,Elise,Corki,Ezreal,Braum,2016
0,1,Poppy,Elise,Azir,Sivir,Nautilus,Rammus,Gragas,Varus,Lucian,Braum,2016
1,0,Fiora,Maokai,Corki,Lucian,Bard,Nautilus,RekSai,Azir,Ezreal,Braum,2016
0,1,Nautilus,Graves,Kassadin,Lucian,Janna,Malphite,Gragas,Azir,Ezreal,Braum,2016
0,1,Nautilus,Gragas,Corki,Lucian,Trundle,Fizz,Graves,Azir,Ezreal,Bard,2016
0,1,Trundle,Gragas,Azir,Ezreal,Bard,Malphite,Kindred,Lux,Kalista,Morgana,2016
0,1,Nautilus,Kindred,Lux,Lucian,Bard,Maokai,Gragas,Azir,Ezreal,Elise,2016
1,0,Fizz,Graves,Azir,Lucian,Bard,Nautilus,Maokai,Varus,Ezreal,Trundle,2016
1,0,Irelia,Gragas,Viktor,Lucian,Bard,Trundle,RekSai,Azir,Ezreal,Braum,2016
1,0,Poppy,Gragas,Karma,Caitlyn,Braum,Trundle,Olaf,Viktor,Ezreal,Nami,2016
0,1,Trundle,Elise,Viktor,Caitlyn,Nami,Maokai,RekSai,Karma,Ezreal,Braum,2016
1,0,Trundle,Kindred,Viktor,Ashe,Nami,Maokai,RekSai,Leblanc,Caitlyn,Karma,2016
1,0,Trundle,Elise,Ryze,Ezreal,Braum,Fizz,Gragas,TwistedFate,Sivir,Karma,2016
0,1,Trundle,Zac,Azir,Ashe,Bard,Ekko,RekSai,Zed,Ezreal,Karma,2016
0,1,Poppy,RekSai,Azir,Ezreal,Karma,Maokai,Elise,Vladimir,Sivir,Bard,2016
1,0,Maokai,RekSai,Azir,Sivir,Karma,Fizz,Elise,Zed,Ezreal,Braum,2016
1,0,Swain,Hecarim,Viktor,Ezreal,Karma,Maokai,RekSai,Leblanc,Caitlyn,Braum,2016
0,1,Trundle,Elise,Azir,Jhin,Blitzcrank,Fizz,RekSai,Karma,Caitlyn,Braum,2016
1,0,Gragas,Nidalee,Azir,Caitlyn,Nami,Maokai,RekSai,Ryze,Ezreal,Karma,2016
0,1,Irelia,Elise,Vladimir,Ashe,Karma,Maokai,RekSai,Swain,Caitlyn,Nami,2016
0,1,Irelia,Kindred,Azir,Ashe,Braum,Fizz,RekSai,Viktor,Ezreal,Alistar,2016
1,0,Fizz,Gragas,Azir,Ezreal,Alistar,Irelia,RekSai,Karma,Vayne,Braum,2016
0,1,Trundle,RekSai,Azir,Sivir,Bard,Illaoi,Elise,Viktor,Caitlyn,Karma,2016
0,1,Illaoi,Gragas,Swain,Caitlyn,Taliyah,Ekko,RekSai,Anivia,Lucian,Karma,2016
1,0,Irelia,Nidalee,Ryze,Jhin,Alistar,Maokai,Kindred,Azir,Caitlyn,Braum,2016
1,0,Trundle,Elise,Leblanc,Caitlyn,Nami,Ekko,Nidalee,Viktor,Ezreal,Karma,2016
1,0,Shen,Gragas,Azir,Lucian,Veigar,Maokai,Elise,Viktor,Caitlyn,Bard,2016
